date,1. open,2. high,3. low,4. close,5. volume
2018-09-04,42.1,42.1,36.52,36.93,1104939.0
2018-08-31,34.14,44.77,34.14,43.64,1457159.0
2018-08-30,37.46,38.01,32.0,34.36,1792699.0
2018-08-29,42.34,42.9,38.21,38.49,860952.0
2018-08-28,44.37,44.4,42.06,42.5,664358.0
2018-08-27,44.8,45.39,43.365,44.15,526711.0
2018-08-24,47.01,47.75,43.4,44.7,543118.0
2018-08-23,45.88,48.22,44.51,46.73,664427.0
2018-08-22,45.99,48.1799,44.47,48.05,324550.0
2018-08-21,45.75,46.6684,45.68,46.0,510174.0
2018-08-20,46.72,46.8,44.85,45.75,178894.0
2018-08-17,47.96,47.96,46.05,46.81,321330.0
2018-08-16,48.25,49.455,47.4,47.87,369366.0
2018-08-15,47.51,48.98,46.34,48.07,626393.0
2018-08-14,48.11,50.0,47.625,48.36,627231.0
2018-08-13,50.75,50.99,46.51,47.72,622209.0
2018-08-10,53.43,53.43,50.75,51.44,612412.0
2018-08-09,55.3,57.37,55.1,56.04,413993.0
2018-08-08,59.09,59.46,54.36,54.79,655128.0
2018-08-07,63.77,63.77,59.01,59.71,369456.0
2018-08-06,65.02,66.1,64.28,64.86,63872.0
2018-08-03,63.46,66.65,62.704,65.73,182087.0
2018-08-02,66.77,66.77,61.91,63.31,273141.0
2018-08-01,68.0,68.09,66.67,66.8,88175.0
2018-07-31,69.34,69.77,68.0401,68.31,106830.0
2018-07-30,71.59,72.67,69.52,69.6,101200.0
2018-07-27,72.29,75.21,70.46,71.52,243319.0
2018-07-26,71.22,71.49,70.23,71.42,157036.0
2018-07-25,68.36,71.29,68.3,71.06,210769.0
2018-07-24,68.0,69.29,67.66,68.02,178226.0
2018-07-23,67.16,68.05,66.22,66.51,146458.0
2018-07-20,67.88,69.12,66.73,67.66,180249.0
2018-07-19,66.23,67.24,65.55,66.44,133711.0
2018-07-18,67.53,68.41,65.97,67.1,156548.0
2018-07-17,65.96,68.93,64.44,67.31,166564.0
2018-07-16,65.91,68.43,65.55,66.05,167684.0
2018-07-13,68.45,68.45,64.29,66.0,382655.0
